MLAI        ALA         CrownCover  HsD         N           Cab         Car         Cdm         CwRel       Cbp         Bs          SoilIndex   
0.8734      75.57       0.9537      0.4102      1.475       56.12       14.03       0.007445    0.759       1.027       0.6248      1           
0.1325      66.1        0.9713      0.2601      1.486       82.12       20.53       0.006564    0.7373      0.5986      0.2009      1           
5.941       71.13       0.9584      0.3834      1.982       52.2        13.05       0.005592    0.7676      1.107       0.9664      1           
1.411       44.69       0.9813      0.2561      1.415       87.31       21.83       0.004088    0.6471      0.1464      0.3303      1           
1.245       41.47       0.9854      0.2054      1.54        50.31       12.58       0.005856    0.649       1.369       0.601       1           
4.531       68          0.9545      0.2964      1.806       27.92       6.98        0.004263    0.688       0.0765      0.8144      1           
0.06034     64.54       0.9969      0.1297      1.947       86.32       21.58       0.006978    0.7268      0.6717      0.06172     1           
0.5458      68.59       0.9532      0.2725      1.685       82.37       20.59       0.008705    0.6681      0.3697      0.6914      1           
9.906       63.74       0.9689      0.1212      1.669       41.95       10.49       0.01018     0.8142      0.5545      0.7371      1           
4.807       38.51       0.9635      0.1661      1.317       58.93       14.73       0.006722    0.8237      0.5386      1.016       1           
5.106       67.96       0.9641      0.2278      1.297       51.8        12.95       0.006088    0.6361      0.09192     0.5172      1           
2.566       52.36       0.9659      0.216       1.693       61.99       15.5        0.01064     0.6247      0.6342      0.7802      1           
3.721       61.68       0.9764      0.2605      1.711       38.98       9.746       0.008766    0.7566      0.3106      0.7529      1           
4.088       47.63       0.9724      0.3839      1.978       65.09       16.27       0.005346    0.8307      0.09529     0.4817      1           
9.656       62.49       0.9684      0.1674      1.568       89.33       22.33       0.00859     0.7205      0.2714      0.4713      1           
8.624       65.27       0.993       0.3989      1.842       53.68       13.42       0.006924    0.7645      0.1231      1.082       1           
5.423       72.95       0.9601      0.3236      1.847       30.9        7.726       0.006004    0.8254      0.764       0.5749      1           
2.814       75.26       0.9695      0.2337      2.044       61.76       15.44       0.01047     0.7076      0.4401      0.3961      1           
1.567       65.3        0.9738      0.4409      2.019       56.79       14.2        0.005697    0.6664      1.75        0.8826      1           
14.02       60.09       0.9776      0.4004      1.574       78.13       19.53       0.01057     0.7059      0.2075      0.7883      1           
8.904       57.25       0.9905      0.2183      1.873       71.85       17.96       0.008623    0.8089      0.08788     0.9749      1           
3.511       74.37       0.9987      0.129       1.908       57.65       14.41       0.00666     0.7648      0.1481      0.5516      1           
3.437       64.67       0.9987      0.4485      1.63        43.47       10.87       0.009576    0.759       1.04        0.5317      1           
0.6536      39.75       0.9951      0.2136      1.639       70.97       17.74       0.003259    0.6211      0.1276      0.8346      1           
0.8674      71.28       0.9671      0.3106      1.377       27.12       6.779       0.004183    0.626       1.284       0.2534      1           
11.16       50.41       0.9851      0.1274      1.841       80.9        20.23       0.007035    0.7125      0.612       0.6682      1           
1.001       34.76       0.9936      0.1486      1.529       46.95       11.74       0.00802     0.6309      1.355       0.1226      1           
2.024       41.4        0.9548      0.3761      1.76        78.5        19.63       0.00952     0.7108      0.01933     0.4607      1           
5.354       68.74       0.9874      0.3041      1.342       82.39       20.6        0.01078     0.8239      0.05851     0.4063      1           
0.1119      51.7        0.9968      0.183       1.231       45.45       11.36       0.01048     0.8237      1.965       0.2355      1           
2.279       74.05       0.953       0.4317      1.52        30.09       7.524       0.005051    0.7715      1.489       0.2805      1           
2.55        75.31       0.9673      0.2947      1.418       48.83       12.21       0.005047    0.741       0.6065      0.1755      1           
4.701       53.72       0.9852      0.4635      1.568       30.47       7.618       0.00558     0.7276      1.362       0.472       1           
0.2153      68.56       0.9563      0.2622      1.585       88.31       22.08       0.0055      0.7879      1.076       0.2464      1           
9.319       52.09       0.9547      0.4755      1.649       58.18       14.54       0.009175    0.7106      0.8633      0.5073      1           
12.11       67.74       0.9744      0.3537      1.642       66.81       16.7        0.009253    0.7398      0.05215     0.8008      1           
8.071       66.83       0.9684      0.4306      1.398       42.64       10.66       0.01021     0.6919      0.3884      0.2806      1           
1.575       64.26       0.9851      0.3089      1.641       62.37       15.59       0.004541    0.7707      1.038       0.8584      1           
2.411       54.77       0.9552      0.3519      1.898       31.47       7.867       0.005038    0.7418      1.545       0.2412      1           
1.163       73.05       0.9659      0.4884      1.469       77.54       19.39       0.003716    0.7354      0.746       0.2528      1           
1.318       57.33       0.9585      0.2696      1.599       89.19       22.3        0.007877    0.723       0.9126      0.8482      1           
3.76        36.95       0.9755      0.2462      1.504       39.47       9.867       0.008039    0.6348      0.9434      0.6324      1           
1.54        38.96       0.9638      0.3641      1.515       38.54       9.635       0.009079    0.6892      1.322       0.5693      1           
6.12        71.38       0.95        0.4022      1.683       54.74       13.69       0.004495    0.706       0.212       0.6972      1           
7.694       51.41       0.9677      0.4708      1.323       51.55       12.89       0.01093     0.7382      0.3993      0.7315      1           
